issue	created	updated	author	comments	type	labels	repro	run	title	verdict	dup	settype	settitle	addlabels	rmlabels	action	note
3849	2025-05-24	2026-08-21	mkoeppe	12	Bug	build issue	opaque	n/a	fedora-{37,...,42}: Build failure with cmake linking against normaliz with libcocoa	stands		Bug				keep	The reporter routed around it; the M2-side gap is untouched. The cmake build has no NMZ_COCOA check and the autotools build does: configure.ac:1029 reads libnormaliz/nmz_config.h and appends -lcocoa when NMZ_COCOA is defined, beside -leantic -leanticxx for ENFNORMALIZ and -lnauty for NMZ_NAUTY. cmake/check-libraries.cmake:394-403 mirrors two of those three and omits cocoa, and COCOA appears nowhere else in the cmake tree except --without-cocoalib for the bundled normaliz (build-libraries.cmake:987) -- so against a system libnormaliz built with CoCoALib, which is Fedora's, the CoCoA symbols that e/interface/cone.cpp picks up through #include <libnormaliz/cone.h> (:23) are reachable only through libnormaliz.so, which is the reported 'DSO missing from command line'. A fix needs the check plus a find module, since there is no FindCoCoA.cmake. mkoeppe's last message, unanswered since 2025-05-27, asks why -DBUILD_SHARED_LIBS=ON did not help: e/CMakeLists.txt:364 is add_library(M2-engine STATIC ...), and an explicit STATIC overrides BUILD_SHARED_LIBS.
3856	2025-05-28	2026-08-21	mahrud	0	Bug	package issue	transcript	drift	freeResolution ignores LengthLimit if previous resolution is interrupted	reproduces		Bug		package issue		keep	Reproduces, with alarm standing in for the C-c. On quotient twodimToricIrrationalPoincare, freeResolution(coker vars R, LengthLimit => 2) returns in 0.024s; after a LengthLimit => 10 call is interrupted at 5s, the identical LengthLimit => 2 call does not return in 30s. Same symptom as the last comment on #3166 (mahrud, 2025-05-26), which nobody answered and which he split out into this issue two days later -- so the two are cross-referenced, not duplicates: #3166 is about LengthLimit being demanded and then refused on quotient rings. #501 'caching unfinished resolutions' and #668, the res-side versions he fixed in #2113, are both closed.
3861	2025-05-31	2026-08-24	jkyang92	1	Bug	package issue	m2	clean	isVeryAmple is incorrect for Polyhedrons	reproduces		Bug		package issue		comment	Reproduces exactly on 1.26.06-40: isVeryAmple P returns true while the Hilbert basis of the tangent cone at (1,0,0) contains (0,2,1), which is not in P minus that vertex, so P is not very ample. MECHANISM LOCATED, one line: Polyhedra/extended/polyhedron/properties.m2:34, 'ind == 1 or (...)'. The test builds the primitive outgoing-edge directions at each vertex, takes the product of the Smith normal form elementary divisors, and accepts the vertex if that product is 1. Sound only at a SIMPLE vertex, where #edges == dim P and the edge directions are a basis of the tangent cone, so ind==1 means the cone is unimodular. At a non-simple vertex the directions can generate Z^n as a LATTICE (ind==1) while the cone they generate is not smooth. Instrumented the loop: all six vertices of P have ind==1, and (1,0,0) has FIVE outgoing edges in ambient dimension 3, so the shortcut fires and both remaining branches are skipped -- and both evaluate to FALSE when run by hand. Of the six Hilbert basis elements, five lie in P-v and (0,2,1) is the single failure, exactly the vector the reporter named. Gating on '#outgoingEdges == dim P and ind == 1' returns false on this P and still true on the unit simplex; have NOT measured that against the package test suite, so it is a diagnosis not a patch. Shortcut dates to 2c4338389d (Rene Birkner, 2010-01-10), the commit that added isVeryAmple, untouched since -- not a regression. NOT A DUPLICATE of #3575 (isVeryAmple ToricDivisor in NormalToricVarieties, fix in PR #3582); that row's note already recorded this one as related. Label 'package issue' not NormalToricVarieties -- the suggester matched 'ToricDivisor' from the reporter's closing aside, but the defect is in Polyhedra.
3863	2025-06-02	2026-08-24	mahrud	0	Bug	Core,Documentation	prose	n/a	Matrices in documentation should not be wrapped	stands		Bug		Core			Still true, and confirmed against the installed documentation rather than only by reading. ArgPrintWidth is still in defaultMode at m2/run.m2:87 with ArgPrintWidthN = 77, exactly the line mahrud linked, unchanged since 484e0f8381. The effect is visible in this machine's own /usr/share/doc/Macaulay2: in PieriMaps/html/index.html the 6x27 matrix from pureFree({0,2,3,6}, R) is cut at 77 columns and continued below a dashed rule, and AInfinity/html/_burke__Resolution.html shows the same wrap on displayBlocks output -- while other pre blocks on the same page run to 142 columns, so nothing downstream of the capture is imposing the 77. NOT DUPLICATES, though they share the neighbourhood: #4149 is file paths wrapped in code output breaking Emacs click-through, and #4612 is TABLE failing to divide printWidth among its cells, which is the opposite failure. Typed Bug rather than Task: HTML documentation has no 77-column constraint, so the width is inherited from the example-capture harness where it does not belong. Core label because run.m2 is a Core script.
3868	2025-06-03	2026-08-24	mahrud	12	Bug	package issue	transcript	same-output	strict equality of complexes	reproduces		Bug		package issue			Every claim in the thread reproduces on 1.26.06-40: complex R === complex R is false, canonicalTruncation(C,(1,1)) === itself is false, C === C[1][1][-2] is false, complex(C[1], Base => 0) === C is false, and mahrud's // failure comes back with the exact error -- expected targets of two maps to be the same complex, at Complexes/ChainComplexMap.m2:1286 -- while target f' == target g' is true on the same two objects. Both halves are live: Complex inherits from MutableHashTable, === is therefore object identity, and methods that rebuild a complex from the same input hand back a different object. ggsmith settled the direction in-thread on 2025-06-05 and called it a bug: canonicalTruncation should cache so identical input gives identical output, and the =!= in liftMapAlongQuasiIsomorphism should stay because == on complexes is expensive. mahrud's 2025-07-15 follow-up is the unanswered part -- shifts make caching insufficient on its own, since C === C[1][1][-2] would need all shifts to share one representation. NO DUPLICATE among open issues: his own earlier #3865 and #3875 are both closed, and #3608 (make == a symmetric method) is about dispatch, not identity. n-m-g's SpectralSequences PR #3807 line was ruled out by mahrud in-thread. 'package issue' rather than Core; the tier-2 Core suggestion matched only the github.com/Macaulay2/M2/ URL in the body.
3870	2025-06-03	2025-06-03	mahrud	0	Feature	Interpreter	transcript	reproduces	apply/scan should accept continue	reproduces							Reproduces verbatim on 1.26.06-40: apply(5, i -> if i == 3 then continue else i) dies with 'error: unhandled continue command', and so does the same body under scan, while break still returns its value from both. The contrast that makes the ask concrete is that the loop forms already do exactly what is wanted -- for i to 4 list (if i == 3 then continue else i) returns {0, 1, 2, 4} -- so continue in apply has an obvious intended meaning (drop this element) and simply is not implemented. Worth noting for whoever picks it up: the error is not catchable, try ... else does not intercept it, because continue is control flow rather than an error. NO DUPLICATE: #1928 shares the keyword but is the debugger's continue, a different mechanism, which is why #3891 cites it separately. Type Feature and label Interpreter were already right; nothing to change on GitHub.
3878	2025-06-09	2026-08-24	mkoeppe	0	Bug	arm,build issue	opaque	n/a	cmake build fails on aarch64 with redhat's gcc-toolset-14 - unconditional link with quadmath	stands		Bug		arm			Still true, verified in the source rather than by a run -- this machine is x86-64 Ubuntu and a clean build here says nothing about aarch64/manylinux, per the n/a-platform rule. Macaulay2/d/CMakeLists.txt:158-160 still reads if(NOT APPLE) target_link_libraries(M2-interpreter PRIVATE quadmath) endif(), so the link is unconditional on every non-Apple platform including aarch64, where libquadmath does not exist. mkoeppe's attribution is exact: 045f904b32 (Mahrud Sayrafi, 2022-08-15) added the line and GitHub says it shipped in PR #2722 'Assorted fixes', merged 2022-12-30 -- the same day #2682 'Error linking with libquadmath' was closed, which is what that link was fixing. #2682 is the cause and is closed, so not a duplicate. The contrast worth recording: the autotools path gets this right, configure.ac:1443 is AC_SEARCH_LIBS([ldexpq], [quadmath]) which only adds -lquadmath if the symbol needs it, while the cmake path hardcodes it. The Apple exclusion already in the file shows the shape of the fix was understood, it just was not generalised. Adding 'arm' -- aarch64 is named in the title. Not adding Engine/threads/Interpreter: those suggestions matched strings inside the pasted linker command line, not the subject.
3881	2025-06-10	2026-08-24	mahrud	0	Bug	Core	transcript	syntax	equality of elements of submodules of the same module	reproduces		Bug		Core			Both halves reproduce on 1.26.06-40: M_0 == N_1 is false while M_{0} == N_{1} is true, and set M_* == set N_* is false while the corresponding set of images is true, exactly as posted. The implementation is m2/modules.m2:139, Vector == Vector := (v,w) -> v === w -- == on two Vectors is defined to be ===, so it can never be true across different submodules whatever the entries, and it is the odd one out in its own block, since +, -, **, scalar * and / all unwrap to the underlying column matrix v#0 and Vector == Matrix at matrix.m2:130 is matrix v == m, which is why the matrix spelling of his comparison is true. Dan Grayson, 721d33e023, 2006-07-02, untouched since. NO COMMENT, DOUG'S CALL AND HE IS RIGHT: I proposed publishing that mechanism and he declined -- mahrud is proposing that Vector == Vector be DEFINED some other way, so telling him which line currently defines it answers a question he did not ask. He had already compared the vector and matrix spellings himself in the body, so he knew the two disagree; what is unanswered is whether they should, and that is a design decision for the maintainers, not a finding. DID NOT REPRODUCE: the GC hang and stack trace in the second half of the body. M_0 === N_1 returns false instantly here; that trace is against a linuxbrew bdw-gc and is a separate observation. NOT A DUPLICATE of #3182 (equality of ideals over different rings) or #3608 (make == a symmetric method), both different mechanisms.
3885	2025-06-12	2026-08-24	mahrud	0	Bug	Engine,Interfaces	transcript	syntax	Interrupting Normaliz crashes M2	stands		Bug		Engine,Interfaces			DID NOT REPRODUCE the abort, and the reason is located, so this is not a not-reproducible row. Attempt: rawHilbertBasis on a 14x5 nonnegative random matrix takes 36s here; SIGINT at 10s, squarely inside libnormaliz, gives a clean 'interrupted, stopping' and exit 2. No InterruptException, no abort. WHY IT CANNOT FIRE ON THIS BUILD: libnormaliz raises InterruptException only from INTERRUPT_COMPUTATION_BY_EXCEPTION (general.h:113), which tests libnormaliz::nmz_interrupted, and that flag is set only by libnormaliz::interrupt_signal_handler. Checked the Normaliz repo at both v3.8.9 and v3.11.1: that handler is installed in exactly one place, source/normaliz.cpp:182, the command-line driver -- never by the library. An embedding application must install it itself, and M2 does not; nmz_interrupted and interrupt_signal_handler appear nowhere in the M2 tree, and M2 installs its own SIGINT handler at Macaulay2/d/M2lib.c:25. BUT THE DEFECT IS REAL AND PRESENT, which is why this stands: if the exception is ever thrown, nothing catches it. libnormaliz::InterruptException derives from NormalizException : public std::exception, NOT from std::runtime_error, and Macaulay2/e/interface/cone.cpp catches only exc::engine_error (62 rawFourierMotzkin, 103 rawHilbertBasis, 380 rawConeInteriorPoint) and std::runtime_error (263, 321). So it escapes every try block to std::terminate and abort() -- exit 134 with 'terminate called after throwing an instance of libnormaliz::InterruptException', the transcript in the body verbatim. THE CONTROL IS NOT VALID and that is worth being explicit about: this build links Debian libnormaliz 3.8.9, while M2's own cmake build fetches 3.11.1 (cmake/build-libraries.cmake:975) and mahrud's transcript is from a linuxbrew cmake build. Cannot say from here how his process came to have nmz_interrupted set; that is the one open question and only he can answer it. Engine because the fix site is e/interface/cone.cpp; Interfaces because the subject is the linked external library.
3887	2025-06-13	2026-08-24	kschwede	3	Bug	Core,package issue	transcript	reproduces	pushFwd incorrect behavior on certain rings produced by flattenRing	reproduces		Bug		Core,package issue		comment	Reproduces exactly on 1.26.06-40: prune myMod is QQ^2 where it must be QQ^6, and myFun(x) dies with 'rawFreeModule: degree rank 0, but sequence of degrees given'. CORRECTION OWED on the comment published under Doug's account 2026-08-06 (source comments/bugs/dan/1-flattenRing.md, posted via the bugs/ project under marker bug-triage:bugs/dan/1-flattenRing, so the correction goes out as comments/issues/3887.2.md). Three sentences there are wrong: 'What distinguishes the two rings is the degree rank, not the monomial order'; 'Confirmed that this is what the workaround changes, and that it is sufficient on its own'; and 'the workaround's active ingredient is the degree rank'. Its transcript only ever exercised myFun and never prune myMod, which is kschwede's headline complaint. ONE VARIABLE AT A TIME ON S2 (degree rank 2 AND product order GRevLex/Position=>Up/GRevLex, both changed at once by the workaround): Degrees=>{1,1} alone gives WRONG module QQ^2 but myFun works; MonomialOrder=>GRevLex alone gives CORRECT QQ^6 but myFun still errors; both gives QQ^6 and working myFun. So on this ring the module rank is controlled by the MONOMIAL ORDER and the degree-rank-0 error by the DEGREE RANK. SCOPE THAT TO THIS RING -- do not generalise, the trap I nearly walked into twice and which Doug caught by asking about #3284. On #3284's OWN body ring, where degree rank is the only difference and both rings carry a single GRevLex block, R = QQ[x,y,Degrees=>{{1,0},{0,1}}]/(x^3-2,y^2+y+1) ERRORS on pushFwd(map(R,QQ[])) while singly graded S returns (QQ[])^6. So degree rank alone does break a case -- the QQ[] source case -- it just is not what costs you the rank. Also: kschwede's 'wrong answer if the source is QQ' does NOT reproduce; both rings give QQ^6 for source QQ on 1.26.06-40. NOT A DUPLICATE of #3284 (2024-06-05, older, labelled Core), and the reason is sharper than 'close but not the same': every ring in #3284's BODY carries a single GRevLex block, so the product-order fault behind this issue's wrong module is not exhibited there at all. The overlap is via Claudiu Raicu's minimal example in #3284's COMMENTS, which does use flattenRing and does share the monomial-order cause -- verified: on it, degrees-only still returns a rank-4 kernel and order-only returns image 0. Closing this into #3284 would fold a monomial-order bug into an issue whose title and body are about multigraded degree rank, and would lose the degree-rank myFun symptom #3284 does not have. Devlin-Mallory pointed at #3284 himself on 2025-08-10; what is new is which ring change does which piece of the work.
3891	2025-06-18	2025-06-18	mahrud	0	Feature	Interpreter	prose	n/a	M2 debugging tools and Debug Adapter Protocol	stands							Stands, and its stated blockers are still blockers -- checked rather than assumed. breakpoint is a keyword on 1.26.06-40 (toString breakpoint is a syntax error, not an undefined symbol), so item 1 is partly there as mahrud says; both issues he cites as the reasons the other pieces are not usable are still open, #1928 (continue does not work when debugging with breakpoints) and #2568 (spurious layers when debugging). PR #3431, which he links for the breakpoint commit, is closed/merged. Nothing else in the tracker proposes a debug adapter -- searching 'debug adapter' returns only this issue. No comment: an unmet four-part infrastructure ask with no reply since filing, and 'still true' adds nothing. Type Feature and label Interpreter were already correct; nothing to change on GitHub. The tier-2 Core suggestion matched only a github.com/Macaulay2/M2/ URL.
3892	2025-06-19	2026-08-24	mahrud	0	Feature	Interpreter	prose	n/a	overwriting pi	stands		Feature		Interpreter			Stands. pi is a protected global defined at m2/reals.m2:371, pi = new Constant from { symbol pi, pi0, piRRi0 }, and pi = 3 is refused with 'assignment to protected global variable pi, originally defined at Core/reals.m2:371'. There is no escape hatch: M2 has no unprotect at all -- the word appears nowhere in Macaulay2/m2 or Macaulay2/d, and unprotect symbol pi fails as an undefined adjacent method rather than a refused unprotection -- and debug Core does not change this. What DOES work, and is the practical answer to what mahrud actually wants, is a local binding: pi := 7 shadows the constant at top level and inside a function body, so a package or script can use pi as a projection map today provided it never needs the constant in the same scope. No duplicate; searches for protected-symbol overwriting and for the pi constant return nothing else. Typed Feature: a request for new language behaviour, phrased as one. Interpreter rather than Core: pi's definition is a Core script but the thing being asked to change is symbol protection, which is interpreter machinery.
3895	2025-06-26	2026-08-24	mahrud	1	Bug	Engine,package issue,threads	transcript	crash	freeResolution and syz are not thread-safe	reproduces		Bug		package issue,Engine		comment	BOTH halves reproduce verbatim on 1.26.06-40. freeResolution: two scheduled tasks on truncate(5, S^1) give 'error: key not found in hash table: isComputable (of class Symbol)' at Complexes/FreeResolution.m2:91 and 'class \\ oo' returns {Complex, Nothing} -- mahrud's transcript exactly, down to the second task returning Nothing. (His path said FreeResolutions.m2:91 on 1.25.06; the file is now FreeResolution.m2, same line, same error.) syz: five scheduled 'syz gens M' gives -- SIGSEGV / -- SIGSEGV handler called a second time, aborting / exit 2, also verbatim. RACE LOCATED for the first half, and it is a publish-before-initialize: FreeResolution.m2:106-112 builds RO with exactly five keys (ring, LengthLimit, DegreeLimit, Strategy, Module), line 113 publishes it with 'M.cache.ResolutionObject = RO', and only then does line 116 call runHooks, whose strategy hooks install RO.isComputable (lines 188, 404, 426, 488, 550). A second thread entering at line 86 sees M.cache.?ResolutionObject true, takes that branch, and reads RO.isComputable at line 91 before any hook has put it there. The window is lines 113 to 116. The syz SIGSEGV is separate and is engine-side, not this window. Not a duplicate of #3927 (value/readeval globals, fixed by PR #4086) though both are mahrud's thread-safety sweep -- different mechanism, different file, and #3927 is now fixed while this is not. threads label already present.
3904	2025-07-01	2026-08-24	mahrud	2	Bug	Documentation,package issue	transcript	differs	dd_C doesn't work in Complexes	reproduces		Bug		package issue,Documentation			Reproduces on 1.26.06-40: class dd^C is ComplexMap, class dd_C is IndexedVariable -- dd_C silently returns a meaningless object rather than erroring. THE DOCUMENTATION IS THE DEFECT, and it is still there: Complexes/ChainComplexDoc.m2:807-816, the node 'differential of a chain complex', has Key (symbol^, Symbol, Complex) only -- no symbol_ method is registered -- yet its Usage block lists both 'dd^C' and 'dd_C'. So the docs promise a spelling that was never implemented. mikestillman decided the direction on 2026-06-01: remove dd_C from the documentation rather than implement it. THAT FIX EXISTS AND IS NOT MERGED. PR #4395 'Complexes 26 06' by mikestillman deletes exactly the 'dd_C' line from that Usage block, but it is an OPEN DRAFT, created 2026-06-02, last updated 2026-06-09, +299/-119 across 13 files. mahrud reopened this issue on 2026-06-11 saying 'Reopening until #4395 is merged', which is exactly right and is why this stays open. Same PR carries the fix for #3953; neither lands until it does. Documentation label because the change is doc-only; package issue because it is Complexes.
3917	2025-07-06	2026-08-24	mahrud	2	Bug	Core	transcript	differs	Hom between modules over different rings	reproduces		Bug		Core			Reproduces on 1.26.06-40: Hom(S^1, K^1) returns S^1 over S, and Hom(S^1, coker vars S) returns cokernel matrix {{y, x}}, both silently, for K = ZZ/11 and S = K[x,y]. Hom(K^1, S^1) also returns S^1, so it is not even direction-sensitive. MECHANISM: there is no ring check anywhere on the path. m2/Hom.m2:26 Hom(Module, Module) goes straight to runHooks, and the Default strategy is basicHom = (M, N) -> kernel(transpose presentation M ** N) at Hom.m2:45 -- ** silently promotes across the inclusion K subset S, so the two modules are coerced to a common ring with no complaint. That is the 'ambiguous way' mahrud names in the body. Both commenters agree on the remedy: mahrud proposed erroring, Devlin-Mallory agreed ('Hom(S^1, K^1) is mathematically meaningless') and reports that adding the error breaks no tests -- his claim, not verified here, since it needs a full suite run. NOT A DUPLICATE of #3182 (equality of ideals over different rings), which is the same theme -- an operation that should refuse mismatched rings -- but a different operation and a different verdict there. Core label: Hom.m2 is a Core script.
3943	2025-08-02	2026-08-24	mahrud	6	Bug	package issue	prose	n/a	isCommutative(ComplexMap) doesn't cache if debugLevel != 0	reproduces		Bug		package issue			Reproduces: Complexes/ChainComplexMap.m2:444-446 still reads 'if debugLevel == 0 and f.cache.?isCommutative then return f.cache.isCommutative', so a positive debugLevel discards the cache on every call. PR #4395 does not touch it. Measured both disputed claims. Microbenchmark, warm cache, id_C on freeResolution(R^1/(a,b,c,d), LengthLimit => 8) over QQ[a,b,c,d]/(ab-cd): 50 isCommutative calls cost 0.000068s at debugLevel 0 versus 0.052s at debugLevel 1, 767x, about 1ms versus 1.4us per call. On SpectralSequences' own filtered-complex example (prune spectralSequence, three pages): 1.03x, 0.657s versus 0.677s, and instrumenting isCommutative ComplexMap to count invocations gives ZERO calls on objects that are genuinely Complex. mahrud's chain // > liftMapAlongQuasiIsomorphism > cone > isComplexMorphism > isCommutative does exist (ChainComplexMap.m2:1313 -> 1277 -> 1287 -> 867 -> 868 -> 473) but cone memoises via 'f.cache.cone ??=', so 20 repeated f//g is only 1.24x; and his own point 2 holds -- call sites at 327, 344, 351, 368, 399 use isCommutativeCached, which never consults debugLevel. NO COMMENT, DOUG'S CALL AND HE IS RIGHT: he asked whether the measurements add anything tangible and they do not. The 767x confirms a fact nobody disputes -- mikestillman explicitly grants that debugLevel > 0 should be slower and the bypass is visible in the source. The SpectralSequences null result is on an example I chose from the docs, not mahrud's workload, so it cannot refute his claim; it only re-confirms by running what ggsmith already established by grep. The open question -- where SpectralSequences actually gets slow -- is unanswered by any of this, and only mahrud can supply the reproducer. Posting would notify a live three-way maintainer discussion to say 'I could not find it either'.
3950	2025-08-14	2026-08-24	mahrud	0	Bug	package issue	transcript	reproduces	coefficients doesn't work over FreeAlgebraQuotient with arbitrary basis	reproduces		Bug		package issue			Reproduces on 1.26.06-40. Over a commutative ring, coefficients(x-y, Monomials => {x-y}) works and returns (matrix {{x-y}}, matrix {{1}}). Over A = ZZ/11<|x,y|>/(x*y-y*x) from AssociativeAlgebras the same call dies with 'error: wrong number of rows or columns' raised at Core/matrix.m2:42 via Core/matrix2.m2:628, so the failure is in the generic coefficients path being handed something it cannot shape, not in a FreeAlgebraQuotient-specific method. THE TANGENTIAL HALF ALSO REPRODUCES and is arguably the more interesting one: times coefficients(u-v, Monomials => {u,v}) gives u-v, but times coefficients(u-v, Monomials => {u,-v}) gives u+v. Passing a negated monomial silently changes the reconstructed polynomial, which means Monomials is not being treated as a basis to expand against -- consistent with the commutative case above accepting {x-y} at all. Zero comments since filing in August 2025, and the two people cc'd (mikestillman, moorewf) have not replied. No duplicate: searches for coefficients/AssociativeAlgebras/FreeAlgebraQuotient turn up nothing else open.
3953	2025-08-19	2026-08-24	mahrud	3	Bug	package issue	transcript	differs	incorrect cohomological shift for modules	reproduces		Bug		package issue			Reproduces on 1.26.06-40: concentration (S^1)[1] is (1,1) while concentration (complex S^1)[1] is (-1,-1). The same shift applied to a module and to the complex built from that module lands on opposite sides of zero. Also checked (S^1)[-1], which gives (-1,-1) -- i.e. Module Array has the sign the other way round from Complex Array, so the module spelling is the odd one out. MECHANISM, one character: Complexes/ChainComplex.m2:292-295, 'Module Array := Complex => (M, v) -> ... complex(M, Base => v#0)'. THE FIX IS WRITTEN AND NOT MERGED. PR #4395 'Complexes 26 06' by mikestillman changes exactly that line to 'complex(M, Base => -v#0)', which is the whole fix, but the PR is an OPEN DRAFT created 2026-06-02 and untouched since 2026-06-09. mikestillman said 'Will be fixed in the next PR for complexes' on 2026-06-01 and mahrud reopened on 2026-06-11 'until #4395 is merged'. Same PR also carries #3904's fix. NOTE for whoever merges: mahrud said on 2026-03-03 that his branch has fixes for this and most other issues he has opened, and asked whether pull requests are accepted -- that question was never answered on the thread.
3954	2025-08-23	2026-08-24	Devlin-Mallory	2	Bug	package issue	m2	different-error	issues with Hom(CoherentSheaf, CoherentSheaf) for sheaves with zero-dimensional support	reproduces		Bug		package issue			Reproduces on 1.26.06-40: Hom(sheaf comodule ideal(x^2,y^2), sheaf comodule ideal(x,y)) over QQ[x,y,z] dies with 'error: matrix not invertible' from Core/matrix1.m2:630, reached via Varieties/SheafMaps.m2:452, which is 'g := inverse f * B' where 'f := matrix H.cache.pruningMap'. Devlin-Mallory's diagnosis in the body is exactly right: the code inverts the pruning map as a MODULE map, and here it is multiplication by z^2 -- an isomorphism of sheaves, since z is a unit on the support, but not of modules. Ran all three cases in the thread: (x,y)/(x^2,y^2) in QQ[x,y,z] FAILS; the same ideals in QQ[x,y,z,w] SUCCEED, returning QQ^1; mahrud's (x,y,z)/(x^2,y^2,z^2) in QQ[x,y,z,w] FAILS. No contradiction between the two commenters -- V(x,y,z) in P^3 is the point [0:0:0:1], so mahrud's example is zero-dimensional too, and every failure is exactly a zero-dimensional support, which is Devlin-Mallory's rule. NO COMMENT, DOUG'S CALL AND HE IS RIGHT: the participants had already worked this out between themselves, Devlin-Mallory's follow-up on 2025-08-24 gives the adjoined-variable explanation, and the mechanism I confirmed is the one he stated in the body. Confirming a reporter's own diagnosis back to him is the 'still true' case -- a notification and no information. mahrud's suggested fix, truncating before inverting, is unevaluated here and is the open work.
3957	2025-08-25	2026-08-24	mahrud	1	Feature	Interpreter,threads	prose	n/a	Task manager + delegating the current thread to background	stands		Feature		Interpreter			Stands, but TWO OF THE FIVE REQUESTED FEATURES ALREADY EXIST on 1.26.06-40, which is worth knowing before anyone scopes this. Checked the Core dictionary for task symbols: addCancelTask, addDependencyTask, addStartTask, cancelTask, createTask, Task, taskResult, plus schedule and isReady. Against mahrud's numbered list: (5) cancel a runaway task IS available -- cancelTask on a scheduled infinite loop is accepted and the task is interrupted; (4) retrieve the output of a finished task IS available -- taskResult on a finished task returns its value. Items (1) list all tasks, (2) connect stdio/stderr to a task, and (3) bring a task to foreground have no API at all: there is no task registry to enumerate, which is the substantive part of the ask and what a 'task manager' would need first. RELATED, NOT DUPLICATES: #3454 'Killing unreachable threads', which this issue names as its parent, and #4650 (ours, bugs directory) on wait being undefined on Task and isReady needing polling. Both sit in the same task-API neighbourhood; neither asks for a manager. threads label already present; adding Interpreter since a task registry is interpreter-side.
3958	2025-08-25	2026-08-24	mahrud	0	Feature	Interpreter,threads	prose	n/a	applyKeys, applyValues, etc. can be parallelized	stands		Feature		Interpreter			Stands, and unmet. applyKeys and applyValues are compiled interpreter functions -- setupfun('applyKeys', mapkeysfun) at Macaulay2/d/evaluate.d:2022 and setupfun('applyValues', mapvaluesfun) at evaluate.d:2062, with applyPairs at actors3.d:2196-2210 -- so mahrud's ask is interpreter work in D, not a Core script change, which is the main thing a reader needs to know before picking it up. His argument is sound on its face: hash table keys have no canonical order, so unlike apply and scan there is no user-visible ordering contract to break. No duplicate: searching applyKeys and parallelize turns up only this issue plus the closed #116 (build in parallel), which is unrelated. PR #4387 'Allow selectPairs and friends to work on mutable hash tables' is open and touches neighbouring functions but is about mutable hash table support, not parallelism. threads label already present; adding Interpreter to say where the work lives.
3961	2025-08-28	2026-08-24	Devlin-Mallory	1	Bug	Core	prose	n/a	isWellDefined for ring maps	reproduces		Bug		Core			Reproduces on 1.26.06-40: isWellDefined map(ZZ, ZZ/5) is false (right), isWellDefined map(ZZ[x], (ZZ/5)[x]) is true (wrong), and isWellDefined map(ZZ, QQ[x], {1}) is also true (wrong). ALREADY COMMENTED on 2026-08-10 from the bugs/ project, marker bug-triage:bugs/anton/LINEAR-ALGEBRA/CCsubRR.m2, and that comment holds up on recheck. Mechanism confirmed still present at m2/newring.m2:259-265: isWellDefined RingMap flattens the source, takes I := ideal S, and returns 'g I == 0'. When the coefficient ring is a quotient the relation is not in the flattening -- ideal first flattenRing((ZZ/5)[y], Result => 3) is ideal () -- so the test is vacuous and nothing ever looks at the coefficient ring. The check is not ignoring the coefficient ring, it was never given it. Third case in that comment, isWellDefined map(RR_53, CC[u], {1}), raises rather than returning false, which is worse for callers guarding with 'if isWellDefined f'. NOT A DUPLICATE of #1011 (ill-defined ring maps), which is the enforcement question -- whether M2 should refuse to construct such a map at all -- rather than whether the detector works. Core label: newring.m2 is a Core script.
3971	2025-09-05	2026-08-24	pzinn	1	Feature	Core	transcript	same-output	tensor(list of Lists) produces something useless	reproduces		Feature		Core			Reproduces on 1.26.06-40: tensor({1,2,3},{4,5,6},{7,8,9}) returns 27 elements whose first is ((1,4),7) -- nested pairs, not triples -- because tensor is left-associative binary and folds. mahrud's in-thread point also confirmed: formation tensor(ZZ^1, ZZ^1, ZZ^1) prints as tensor(ZZ^1, ZZ^1), so modules fold pairwise too and this is not specific to lists. The second half of pzinn's ask is likewise unmet: List ^** ZZ has no method. Typed Feature rather than Bug -- nothing here is a wrong answer, the fold is doing exactly what a left-associative binary operator does, and what is wanted is n-ary behaviour that was never implemented. mahrud names the shape of the fix in-thread: do it the way Module.directSum and Module.intersect handle many arguments at once. He also recalls trying to change this when he made tensor left-associative in 8950020fd3 and thinks it broke something, but does not remember what -- so that commit is where to look first. No duplicate; searches for tensor of lists turn up nothing else.
3973	2025-09-06	2026-08-24	d-torrance	1	Bug	Engine	transcript	crash	Internal error inverting element of tower ring constructed with toField	reproduces		Bug					Reproduces on 1.26.06-40 and it is a hard abort, not an error: F = toField(QQ[i]/(i^2+1)); K = toField(F[r]/(r^4-2)); r^-1 prints '--internal error: ring element gcd computation failed' and dumps core, exit 134. ALREADY COMMENTED on 2026-08-12 from the bugs/ project, marker bug-triage:bugs/mike/1-non-unit-problem-in-zero-ring, which added the zero-ring sibling: Ring::power on a negative exponent calls invert and then uses is_zero on the result as its failure sentinel (e/rings/ring.cpp:127-139), so in the zero ring, where a correct inverse IS zero, the sentinel cannot tell success from failure. That comment traced the sentinel to d97f303f2d (2006-09-23) and noted #1314 and #2208 as neighbours already fixed. This issue reaches the same negative-exponent path but fails earlier, inside invert itself, on the tower F[r] over a toField'd QQ[i]. Engine label already present. Not a duplicate of #1314 or #2208, both closed and both the opposite failure -- reporting success where it should fail.
